,modality,abcd_structure,abcd_description,atlas_description,atlas,atlas_value,atlas_fname
dmri_rsirnigm_cdk_caclh,rsi,abcd_drsip101,restricted normalized isotropic diffusion cortical gray matter Desikan cortical parcellation left hemisphere caudalanteriorcingulate,ctx-lh-caudalanteriorcingulate,Desikan,1002,/Users/katherine.b/nilearn_data/neurovault/collection_1446/image_23262.nii.gz
dmri_rsirnigm_cdk_cmflh,rsi,abcd_drsip101,restricted normalized isotropic diffusion cortical gray matter Desikan cortical parcellation left hemisphere caudalmiddlefrontal,ctx-lh-caudalmiddlefrontal,Desikan,1003,/Users/katherine.b/nilearn_data/neurovault/collection_1446/image_23262.nii.gz
dmri_rsirnigm_cdk_cnlh,rsi,abcd_drsip101,restricted normalized isotropic diffusion cortical gray matter Desikan cortical parcellation left hemisphere cuneus,ctx-lh-cuneus,Desikan,1005,/Users/katherine.b/nilearn_data/neurovault/collection_1446/image_23262.nii.gz
dmri_rsirnigm_cdk_erlh,rsi,abcd_drsip101,restricted normalized isotropic diffusion cortical gray matter Desikan cortical parcellation left hemisphere entorhinal,ctx-lh-entorhinal,Desikan,1006,/Users/katherine.b/nilearn_data/neurovault/collection_1446/image_23262.nii.gz
dmri_rsirnigm_cdk_fflh,rsi,abcd_drsip101,restricted normalized isotropic diffusion cortical gray matter Desikan cortical parcellation left hemisphere fusiform,ctx-lh-fusiform,Desikan,1007,/Users/katherine.b/nilearn_data/neurovault/collection_1446/image_23262.nii.gz
dmri_rsirnigm_cdk_iplh,rsi,abcd_drsip101,restricted normalized isotropic diffusion cortical gray matter Desikan cortical parcellation left hemisphere inferiorparietal,ctx-lh-inferiorparietal,Desikan,1008,/Users/katherine.b/nilearn_data/neurovault/collection_1446/image_23262.nii.gz
dmri_rsirnigm_cdk_itlh,rsi,abcd_drsip101,restricted normalized isotropic diffusion cortical gray matter Desikan cortical parcellation left hemisphere inferiortemporal,ctx-lh-inferiortemporal,Desikan,1009,/Users/katherine.b/nilearn_data/neurovault/collection_1446/image_23262.nii.gz
dmri_rsirnigm_cdk_iclh,rsi,abcd_drsip101,restricted normalized isotropic diffusion cortical gray matter Desikan cortical parcellation left hemisphere isthmuscingulate,ctx-lh-isthmuscingulate,Desikan,1010,/Users/katherine.b/nilearn_data/neurovault/collection_1446/image_23262.nii.gz
dmri_rsirnigm_cdk_lolh,rsi,abcd_drsip101,restricted normalized isotropic diffusion cortical gray matter Desikan cortical parcellation left hemisphere lateraloccipital,ctx-lh-lateraloccipital,Desikan,1011,/Users/katherine.b/nilearn_data/neurovault/collection_1446/image_23262.nii.gz
dmri_rsirnigm_cdk_loflh,rsi,abcd_drsip101,restricted normalized isotropic diffusion cortical gray matter Desikan cortical parcellation left hemisphere lateralorbitofrontal,ctx-lh-lateralorbitofrontal,Desikan,1012,/Users/katherine.b/nilearn_data/neurovault/collection_1446/image_23262.nii.gz
dmri_rsirnigm_cdk_lglh,rsi,abcd_drsip101,restricted normalized isotropic diffusion cortical gray matter Desikan cortical parcellation left hemisphere lingual,ctx-lh-lingual,Desikan,1013,/Users/katherine.b/nilearn_data/neurovault/collection_1446/image_23262.nii.gz
dmri_rsirnigm_cdk_moflh,rsi,abcd_drsip101,restricted normalized isotropic diffusion cortical gray matter Desikan cortical parcellation left hemisphere medialorbitofrontal,ctx-lh-medialorbitofrontal,Desikan,1014,/Users/katherine.b/nilearn_data/neurovault/collection_1446/image_23262.nii.gz
dmri_rsirnigm_cdk_mtlh,rsi,abcd_drsip101,restricted normalized isotropic diffusion cortical gray matter Desikan cortical parcellation left hemisphere middletemporal,ctx-lh-middletemporal,Desikan,1015,/Users/katherine.b/nilearn_data/neurovault/collection_1446/image_23262.nii.gz
dmri_rsirnigm_cdk_phlh,rsi,abcd_drsip101,restricted normalized isotropic diffusion cortical gray matter Desikan cortical parcellation left hemisphere parahippocampal,ctx-lh-parahippocampal,Desikan,1016,/Users/katherine.b/nilearn_data/neurovault/collection_1446/image_23262.nii.gz
dmri_rsirnigm_cdk_pclh,rsi,abcd_drsip101,restricted normalized isotropic diffusion cortical gray matter Desikan cortical parcellation left hemisphere paracentral,ctx-lh-paracentral,Desikan,1017,/Users/katherine.b/nilearn_data/neurovault/collection_1446/image_23262.nii.gz
dmri_rsirnigm_cdk_poplh,rsi,abcd_drsip101,restricted normalized isotropic diffusion cortical gray matter Desikan cortical parcellation left hemisphere parsopercularis,ctx-lh-parsopercularis,Desikan,1018,/Users/katherine.b/nilearn_data/neurovault/collection_1446/image_23262.nii.gz
dmri_rsirnigm_cdk_poblh,rsi,abcd_drsip101,restricted normalized isotropic diffusion cortical gray matter Desikan cortical parcellation left hemisphere parsorbitalis,ctx-lh-parsorbitalis,Desikan,1019,/Users/katherine.b/nilearn_data/neurovault/collection_1446/image_23262.nii.gz
dmri_rsirnigm_cdk_ptglh,rsi,abcd_drsip101,restricted normalized isotropic diffusion cortical gray matter Desikan cortical parcellation left hemisphere parstriangularis,ctx-lh-parstriangularis,Desikan,1020,/Users/katherine.b/nilearn_data/neurovault/collection_1446/image_23262.nii.gz
dmri_rsirnigm_cdk_pcclh,rsi,abcd_drsip101,restricted normalized isotropic diffusion cortical gray matter Desikan cortical parcellation left hemisphere pericalcarine,ctx-lh-pericalcarine,Desikan,1021,/Users/katherine.b/nilearn_data/neurovault/collection_1446/image_23262.nii.gz
dmri_rsirnigm_cdk_pctlh,rsi,abcd_drsip101,restricted normalized isotropic diffusion cortical gray matter Desikan cortical parcellation left hemisphere postcentral,ctx-lh-postcentral,Desikan,1022,/Users/katherine.b/nilearn_data/neurovault/collection_1446/image_23262.nii.gz
dmri_rsirnigm_cdk_pcglh,rsi,abcd_drsip101,restricted normalized isotropic diffusion cortical gray matter Desikan cortical parcellation left hemisphere posteriorcingulate,ctx-lh-posteriorcingulate,Desikan,1023,/Users/katherine.b/nilearn_data/neurovault/collection_1446/image_23262.nii.gz
dmri_rsirnigm_cdk_prctlh,rsi,abcd_drsip101,restricted normalized isotropic diffusion cortical gray matter Desikan cortical parcellation left hemisphere precentral,ctx-lh-precentral,Desikan,1024,/Users/katherine.b/nilearn_data/neurovault/collection_1446/image_23262.nii.gz
dmri_rsirnigm_cdk_prcnlh,rsi,abcd_drsip101,restricted normalized isotropic diffusion cortical gray matter Desikan cortical parcellation left hemisphere precuneus,ctx-lh-precuneus,Desikan,1025,/Users/katherine.b/nilearn_data/neurovault/collection_1446/image_23262.nii.gz
dmri_rsirnigm_cdk_raclh,rsi,abcd_drsip101,restricted normalized isotropic diffusion cortical gray matter Desikan cortical parcellation left hemisphere rostralanteriorcingulate,ctx-lh-rostralanteriorcingulate,Desikan,1026,/Users/katherine.b/nilearn_data/neurovault/collection_1446/image_23262.nii.gz
dmri_rsirnigm_cdk_rmflh,rsi,abcd_drsip101,restricted normalized isotropic diffusion cortical gray matter Desikan cortical parcellation left hemisphere rostralmiddlefrontal,ctx-lh-rostralmiddlefrontal,Desikan,1027,/Users/katherine.b/nilearn_data/neurovault/collection_1446/image_23262.nii.gz
dmri_rsirnigm_cdk_sflh,rsi,abcd_drsip101,restricted normalized isotropic diffusion cortical gray matter Desikan cortical parcellation left hemisphere superiorfrontal,ctx-lh-superiorfrontal,Desikan,1028,/Users/katherine.b/nilearn_data/neurovault/collection_1446/image_23262.nii.gz
dmri_rsirnigm_cdk_splh,rsi,abcd_drsip101,restricted normalized isotropic diffusion cortical gray matter Desikan cortical parcellation left hemisphere superiorparietal,ctx-lh-superiorparietal,Desikan,1029,/Users/katherine.b/nilearn_data/neurovault/collection_1446/image_23262.nii.gz
dmri_rsirnigm_cdk_stlh,rsi,abcd_drsip101,restricted normalized isotropic diffusion cortical gray matter Desikan cortical parcellation left hemisphere superiortemporal,ctx-lh-superiortemporal,Desikan,1030,/Users/katherine.b/nilearn_data/neurovault/collection_1446/image_23262.nii.gz
dmri_rsirnigm_cdk_smlh,rsi,abcd_drsip101,restricted normalized isotropic diffusion cortical gray matter Desikan cortical parcellation left hemisphere supramarginal,ctx-lh-supramarginal,Desikan,1031,/Users/katherine.b/nilearn_data/neurovault/collection_1446/image_23262.nii.gz
dmri_rsirnigm_cdk_fplh,rsi,abcd_drsip101,restricted normalized isotropic diffusion cortical gray matter Desikan cortical parcellation left hemisphere frontalpole,ctx-lh-frontalpole,Desikan,1032,/Users/katherine.b/nilearn_data/neurovault/collection_1446/image_23262.nii.gz
dmri_rsirnigm_cdk_tplh,rsi,abcd_drsip101,restricted normalized isotropic diffusion cortical gray matter Desikan cortical parcellation left hemisphere temporalpole,ctx-lh-temporalpole,Desikan,1033,/Users/katherine.b/nilearn_data/neurovault/collection_1446/image_23262.nii.gz
dmri_rsirnigm_cdk_ttlh,rsi,abcd_drsip101,restricted normalized isotropic diffusion cortical gray matter Desikan cortical parcellation left hemisphere transversetemporal,ctx-lh-transversetemporal,Desikan,1034,/Users/katherine.b/nilearn_data/neurovault/collection_1446/image_23262.nii.gz
dmri_rsirnigm_cdk_islh,rsi,abcd_drsip101,restricted normalized isotropic diffusion cortical gray matter Desikan cortical parcellation left hemisphere insula,ctx-lh-insula,Desikan,1035,/Users/katherine.b/nilearn_data/neurovault/collection_1446/image_23262.nii.gz
dmri_rsirnigm_cdk_bstsrh,rsi,abcd_drsip101,restricted normalized isotropic diffusion cortical gray matter Desikan cortical parcellation right hemisphere bankssts,ctx-rh-bankssts,Desikan,2001,/Users/katherine.b/nilearn_data/neurovault/collection_1446/image_23262.nii.gz
dmri_rsirnigm_cdk_cacrh,rsi,abcd_drsip101,restricted normalized isotropic diffusion cortical gray matter Desikan cortical parcellation right hemisphere caudalanteriorcingulate,ctx-rh-caudalanteriorcingulate,Desikan,2002,/Users/katherine.b/nilearn_data/neurovault/collection_1446/image_23262.nii.gz
dmri_rsirnigm_cdk_cmfrh,rsi,abcd_drsip101,restricted normalized isotropic diffusion cortical gray matter Desikan cortical parcellation right hemisphere caudalmiddlefrontal,ctx-rh-caudalmiddlefrontal,Desikan,2003,/Users/katherine.b/nilearn_data/neurovault/collection_1446/image_23262.nii.gz
dmri_rsirnigm_cdk_cnrh,rsi,abcd_drsip101,restricted normalized isotropic diffusion cortical gray matter Desikan cortical parcellation right hemisphere cuneus,ctx-rh-cuneus,Desikan,2005,/Users/katherine.b/nilearn_data/neurovault/collection_1446/image_23262.nii.gz
dmri_rsirnigm_cdk_errh,rsi,abcd_drsip101,restricted normalized isotropic diffusion cortical gray matter Desikan cortical parcellation right hemisphere entorhinal,ctx-rh-entorhinal,Desikan,2006,/Users/katherine.b/nilearn_data/neurovault/collection_1446/image_23262.nii.gz
dmri_rsirnigm_cdk_ffrh,rsi,abcd_drsip101,restricted normalized isotropic diffusion cortical gray matter Desikan cortical parcellation right hemisphere fusiform,ctx-rh-fusiform,Desikan,2007,/Users/katherine.b/nilearn_data/neurovault/collection_1446/image_23262.nii.gz
dmri_rsirnigm_cdk_iprh,rsi,abcd_drsip101,restricted normalized isotropic diffusion cortical gray matter Desikan cortical parcellation right hemisphere inferiorparietal,ctx-rh-inferiorparietal,Desikan,2008,/Users/katherine.b/nilearn_data/neurovault/collection_1446/image_23262.nii.gz
dmri_rsirnigm_cdk_itrh,rsi,abcd_drsip101,restricted normalized isotropic diffusion cortical gray matter Desikan cortical parcellation right hemisphere inferiortemporal,ctx-rh-inferiortemporal,Desikan,2009,/Users/katherine.b/nilearn_data/neurovault/collection_1446/image_23262.nii.gz
dmri_rsirnigm_cdk_icrh,rsi,abcd_drsip101,restricted normalized isotropic diffusion cortical gray matter Desikan cortical parcellation right hemisphere isthmuscingulate,ctx-rh-isthmuscingulate,Desikan,2010,/Users/katherine.b/nilearn_data/neurovault/collection_1446/image_23262.nii.gz
dmri_rsirnigm_cdk_lorh,rsi,abcd_drsip101,restricted normalized isotropic diffusion cortical gray matter Desikan cortical parcellation right hemisphere lateraloccipital,ctx-rh-lateraloccipital,Desikan,2011,/Users/katherine.b/nilearn_data/neurovault/collection_1446/image_23262.nii.gz
dmri_rsirnigm_cdk_lofrh,rsi,abcd_drsip101,restricted normalized isotropic diffusion cortical gray matter Desikan cortical parcellation right hemisphere lateralorbitofrontal,ctx-rh-lateralorbitofrontal,Desikan,2012,/Users/katherine.b/nilearn_data/neurovault/collection_1446/image_23262.nii.gz
dmri_rsirnigm_cdk_lgrh,rsi,abcd_drsip101,restricted normalized isotropic diffusion cortical gray matter Desikan cortical parcellation right hemisphere lingual,ctx-rh-lingual,Desikan,2013,/Users/katherine.b/nilearn_data/neurovault/collection_1446/image_23262.nii.gz
dmri_rsirnigm_cdk_mofrh,rsi,abcd_drsip101,restricted normalized isotropic diffusion cortical gray matter Desikan cortical parcellation right hemisphere medialorbitofrontal,ctx-rh-medialorbitofrontal,Desikan,2014,/Users/katherine.b/nilearn_data/neurovault/collection_1446/image_23262.nii.gz
dmri_rsirnigm_cdk_mtrh,rsi,abcd_drsip101,restricted normalized isotropic diffusion cortical gray matter Desikan cortical parcellation right hemisphere middletemporal,ctx-rh-middletemporal,Desikan,2015,/Users/katherine.b/nilearn_data/neurovault/collection_1446/image_23262.nii.gz
dmri_rsirnigm_cdk_phrh,rsi,abcd_drsip101,restricted normalized isotropic diffusion cortical gray matter Desikan cortical parcellation right hemisphere parahippocampal,ctx-rh-parahippocampal,Desikan,2016,/Users/katherine.b/nilearn_data/neurovault/collection_1446/image_23262.nii.gz
dmri_rsirnigm_cdk_pcrh,rsi,abcd_drsip101,restricted normalized isotropic diffusion cortical gray matter Desikan cortical parcellation right hemisphere paracentral,ctx-rh-paracentral,Desikan,2017,/Users/katherine.b/nilearn_data/neurovault/collection_1446/image_23262.nii.gz
dmri_rsirnigm_cdk_poprh,rsi,abcd_drsip101,restricted normalized isotropic diffusion cortical gray matter Desikan cortical parcellation right hemisphere parsopercularis,ctx-rh-parsopercularis,Desikan,2018,/Users/katherine.b/nilearn_data/neurovault/collection_1446/image_23262.nii.gz
dmri_rsirnigm_cdk_pobrh,rsi,abcd_drsip101,restricted normalized isotropic diffusion cortical gray matter Desikan cortical parcellation right hemisphere parsorbitalis,ctx-rh-parsorbitalis,Desikan,2019,/Users/katherine.b/nilearn_data/neurovault/collection_1446/image_23262.nii.gz
dmri_rsirnigm_cdk_ptgrh,rsi,abcd_drsip101,restricted normalized isotropic diffusion cortical gray matter Desikan cortical parcellation right hemisphere parstriangularis,ctx-rh-parstriangularis,Desikan,2020,/Users/katherine.b/nilearn_data/neurovault/collection_1446/image_23262.nii.gz
dmri_rsirnigm_cdk_pccrh,rsi,abcd_drsip101,restricted normalized isotropic diffusion cortical gray matter Desikan cortical parcellation right hemisphere pericalcarine,ctx-rh-pericalcarine,Desikan,2021,/Users/katherine.b/nilearn_data/neurovault/collection_1446/image_23262.nii.gz
dmri_rsirnigm_cdk_pctrh,rsi,abcd_drsip101,restricted normalized isotropic diffusion cortical gray matter Desikan cortical parcellation right hemisphere postcentral,ctx-rh-postcentral,Desikan,2022,/Users/katherine.b/nilearn_data/neurovault/collection_1446/image_23262.nii.gz
dmri_rsirnigm_cdk_pcgrh,rsi,abcd_drsip101,restricted normalized isotropic diffusion cortical gray matter Desikan cortical parcellation right hemisphere posteriorcingulate,ctx-rh-posteriorcingulate,Desikan,2023,/Users/katherine.b/nilearn_data/neurovault/collection_1446/image_23262.nii.gz
dmri_rsirnigm_cdk_prctrh,rsi,abcd_drsip101,restricted normalized isotropic diffusion cortical gray matter Desikan cortical parcellation right hemisphere precentral,ctx-rh-precentral,Desikan,2024,/Users/katherine.b/nilearn_data/neurovault/collection_1446/image_23262.nii.gz
dmri_rsirnigm_cdk_prcnrh,rsi,abcd_drsip101,restricted normalized isotropic diffusion cortical gray matter Desikan cortical parcellation right hemisphere precuneus,ctx-rh-precuneus,Desikan,2025,/Users/katherine.b/nilearn_data/neurovault/collection_1446/image_23262.nii.gz
dmri_rsirnigm_cdk_racrh,rsi,abcd_drsip101,restricted normalized isotropic diffusion cortical gray matter Desikan cortical parcellation right hemisphere rostralanteriorcingulate,ctx-rh-rostralanteriorcingulate,Desikan,2026,/Users/katherine.b/nilearn_data/neurovault/collection_1446/image_23262.nii.gz
dmri_rsirnigm_cdk_rmfrh,rsi,abcd_drsip101,restricted normalized isotropic diffusion cortical gray matter Desikan cortical parcellation right hemisphere rostralmiddlefrontal,ctx-rh-rostralmiddlefrontal,Desikan,2027,/Users/katherine.b/nilearn_data/neurovault/collection_1446/image_23262.nii.gz
dmri_rsirnigm_cdk_sfrh,rsi,abcd_drsip101,restricted normalized isotropic diffusion cortical gray matter Desikan cortical parcellation right hemisphere superiorfrontal,ctx-rh-superiorfrontal,Desikan,2028,/Users/katherine.b/nilearn_data/neurovault/collection_1446/image_23262.nii.gz
dmri_rsirnigm_cdk_sprh,rsi,abcd_drsip101,restricted normalized isotropic diffusion cortical gray matter Desikan cortical parcellation right hemisphere superiorparietal,ctx-rh-superiorparietal,Desikan,2029,/Users/katherine.b/nilearn_data/neurovault/collection_1446/image_23262.nii.gz
dmri_rsirnigm_cdk_strh,rsi,abcd_drsip101,restricted normalized isotropic diffusion cortical gray matter Desikan cortical parcellation right hemisphere superiortemporal,ctx-rh-superiortemporal,Desikan,2030,/Users/katherine.b/nilearn_data/neurovault/collection_1446/image_23262.nii.gz
dmri_rsirnigm_cdk_smrh,rsi,abcd_drsip101,restricted normalized isotropic diffusion cortical gray matter Desikan cortical parcellation right hemisphere supramarginal,ctx-rh-supramarginal,Desikan,2031,/Users/katherine.b/nilearn_data/neurovault/collection_1446/image_23262.nii.gz
dmri_rsirnigm_cdk_fprh,rsi,abcd_drsip101,restricted normalized isotropic diffusion cortical gray matter Desikan cortical parcellation right hemisphere frontalpole,ctx-rh-frontalpole,Desikan,2032,/Users/katherine.b/nilearn_data/neurovault/collection_1446/image_23262.nii.gz
dmri_rsirnigm_cdk_tprh,rsi,abcd_drsip101,restricted normalized isotropic diffusion cortical gray matter Desikan cortical parcellation right hemisphere temporalpole,ctx-rh-temporalpole,Desikan,2033,/Users/katherine.b/nilearn_data/neurovault/collection_1446/image_23262.nii.gz
dmri_rsirnigm_cdk_ttrh,rsi,abcd_drsip101,restricted normalized isotropic diffusion cortical gray matter Desikan cortical parcellation right hemisphere transversetemporal,ctx-rh-transversetemporal,Desikan,2034,/Users/katherine.b/nilearn_data/neurovault/collection_1446/image_23262.nii.gz
dmri_rsirnigm_cdk_isrh,rsi,abcd_drsip101,restricted normalized isotropic diffusion cortical gray matter Desikan cortical parcellation right hemisphere insula,ctx-rh-insula,Desikan,2035,/Users/katherine.b/nilearn_data/neurovault/collection_1446/image_23262.nii.gz
dmri_rsirnd_fib_fxrh,rsi,abcd_drsip201,restricted normalized directional diffusion AtlasTrack fiber segmentation right fornix,"FiberNumber
101    R fornix
Name: LongFiberName, dtype: object",Fiber Atlas,101,/Volumes/projects_herting/LABDOCS/PROJECTS/ABCD/ABCD_Outcomes/ABCD-brain outcomes/AtlasTrack/fibertract_visualization/ABCD Atlas Track ROIs/fiber_101_mni.nii.gz
